2021-08-01 12:47:00;-15.797419;-47.885995;1;67;0;0;0;1;1;0;0;1;1;0;200.130.76.0
2021-08-01 12:47:00;-15.753950;-47.879337;1;43;0;0;0;112;94;0;0;1;1;0;200.130.64.45
2021-08-01 12:47:00;-15.790370;-47.878825;1;25;62;44;0;305;270;14;0;120;111;200.130.19.38;200.130.18.192
2021-08-01 12:47:00;-15.771045;-47.871423;1;24;123;17;0;933;890;17;0;255;255;200.130.11.66;200.130.11.211
2021-08-01 12:47:00;-15.787685;-47.921448;1;53;59;346;10;168;132;346;10;3;3;200.130.106.168;200.130.106.42
2021-08-01 12:47:00;-15.787983;-47.914191;1;52;60;78;78;0;0;61;61;0;0;200.130.24.200;0
2021-08-01 12:47:00;-15.801132;-47.879293;1;42;124;1;0;0;0;1;0;0;0;200.130.65.1;0
2021-08-01 12:47:00;-15.804671;-47.881720;1;65;124;4;0;16;15;4;0;7;7;200.130.8.42;200.130.8.16
2021-08-01 12:47:00;-15.804671;-47.881720;1;63;61;96;0;120;105;15;0;1;1;200.130.0.103;200.130.0.1
2021-08-01 12:47:00;-15.787986;-47.884660;1;64;61;4;0;67;59;1;0;67;59;200.130.30.66;200.130.30.2
2021-08-01 12:47:00;-15.709371;-47.911080;1;11;60;6;6;0;0;6;6;0;0;200.130.100.10;0
2021-08-01 12:47:00;-15.781107;-47.892917;1;60;0;0;0;1;1;0;0;1;1;0;200.130.39.88
2021-08-01 12:47:00;-15.657779;-47.694783;1;45;0;0;0;1;1;0;0;1;1;0;200.130.153.213
2021-08-01 12:47:00;-15.795682;-47.893624;1;5;60;22;0;9;9;22;0;7;7;200.130.27.2;200.130.27.2
2021-08-01 12:47:00;-15.795682;-47.893624;1;23;60;57;1;22;18;1;1;12;12;200.130.56.13;200.130.56.14
2021-08-01 12:47:00;-15.731598;-47.896735;1;12;61;61;61;0;0;16;16;0;0;200.202.168.1;0
2021-08-01 12:47:00;-15.770945;-47.873543;1;21;123;7;0;0;0;7;0;0;0;200.130.1.36;0
2021-08-01 12:47:00;-15.815952;-47.943111;1;2;123;7;0;22;18;7;0;11;9;200.130.146.1;200.130.146.11
2021-08-01 12:47:00;-15.814495;-47.825561;1;0;0;0;0;24;14;0;0;6;6;0;10.0.0.231
2021-08-01 12:47:00;-15.993008;-48.053233;1;66;59;1;1;0;0;1;1;0;0;200.130.149.10;0
2021-08-01 12:47:00;-15.790370;-47.878825;1;20;0;0;0;1;1;0;0;1;1;0;200.130.1.68
2021-08-01 12:47:00;-15.797326;-47.881735;1;70;60;552;366;1823;1466;114;114;38;38;200.133.63.166;200.130.75.5
2021-08-01 12:47:00;-15.795423;-47.873152;1;58;123;130;11;2392;2101;53;10;1;1;200.130.7.254;200.130.2.239
2021-08-01 12:47:00;-15.762928;-47.867211;1;28;62;3139;18;1817;1657;211;13;701;701;164.41.118.46;164.41.101.141
2021-08-01 12:47:00;-15.859067;-47.927017;1;68;0;0;0;1011;1011;0;0;619;619;0;200.130.34.33
2021-08-01 12:47:00;-15.796741;-47.880261;1;3;0;0;0;39;39;0;0;24;24;0;200.130.29.20
2021-08-01 12:47:00;-15.814495;-47.825561;1;1;58;54;25;454;413;8;8;242;242;200.130.25.17;200.130.35.3
2021-08-01 12:47:00;-15.801176;-47.883463;1;38;119;170;4;72;45;170;4;31;23;200.130.5.3;200.130.5.250
2021-08-01 12:47:00;-15.79562;-47.891049;1;40;122;6;0;280;265;6;0;237;237;200.130.147.253;200.130.147.235
2021-08-01 12:47:00;-15.771946;-47.865842;1;4;124;1;0;677;573;1;0;1;1;191.36.236.254;191.36.236.47
2021-08-01 12:47:00;-15.796647;-47.868991;1;57;0;0;0;14;12;0;0;8;8;0;200.17.1.23
2021-08-01 12:47:00;-15.830376;-47.930627;1;26;0;0;0;130;112;0;0;64;58;0;200.130.16.243
2021-08-01 12:47:00;-15.816786;-47.943379;1;55;58;12;0;574;562;12;0;433;433;200.130.9.199;200.130.17.28
